ID_PLANO;SG_PLANO;NM_PLANO;NU_CNPB;ID_SIT_PRINCIPAL_PLANO;ID_SIT_PLANO;CS_FUNDAMENTACAO_LEGAL;CS_MODALIDADE_PLANO;DT_APROV_PLANO;DT_AUTORIZ_PLANO;DT_INIC_FUNC_PLANO;DT_FECHA_MASSA_PLANO;DT_ENCER_EXTINCAO_PLANO;IN_PLANO_PREVIDENCIAL;CS_PLANO_PATROC_INSTIT;IN_RISCO_MUTALISTA;IN_CONTRIB_NORMAL_PARTIC;IN_CONTRIB_NORMAL_ASSIST;IN_CONTRIB_NORMAL_PATROC;IN_DESP_ADM_PARTIC;IN_DESP_ADM_ASSIST;IN_DESP_ADM_PATROC;IN_CONTRIB_SERV_PASSADO_PARTIC;IN_CONTRIB_SERV_PASSADO_ASSIST;IN_CONTRIB_SERV_PASSADO_PATROC;IN_INSTITUTO_AUTOPATROCINIO;QT_PATROCINADORES;DT_EXTRACAO;NU_CNPJ
942;AMAGISPREV;PLANO DE BENEFÍCIOS AMAGISPREV;2005000574;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;2005-03-02 00:00:00.0000000;2005-03-02 00:00:00.0000000;;;2010-03-19 00:00:00.0000000;Sim;Instituído;NA/ND;Sim;Não;Não;Sim;Não;Não;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
1154;ARACRUZ FAMÍLIA;PLANO ARACRUZ FAMÍLIA DE APOSENTADORIA COMPLEMENTAR;2008000419;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2008-02-28 00:00:00.0000000;2008-02-28 00:00:00.0000000;2008-06-01 00:00:00.0000000;;2012-03-14 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;06/05/26;
1164;PREVITTEL;PLANO PREVITTEL;2008001541;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2008-05-09 00:00:00.0000000;2008-05-09 00:00:00.0000000;2008-08-14 00:00:00.0000000;;2018-09-06 00:00:00.0000000;Sim;Instituído;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;06/05/26;
1182;SINPRORS PREVIDÊNCIA;PLANO SINPRORS PREVIDÊNCIA - PREVI. COMPL. SIND. DOS PROF. DO EST. DO RIO GRANDE DO SUL;2008001865;ENCERRADO;POR INCORPORAÇÃO;LC 109;Contribuição Definida;;2008-06-09 00:00:00.0000000;2008-08-01 00:00:00.0000000;;2022-02-09 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;;06/05/26;
1653;PETROS;PLANO DE BENEFÍCIOS;2009000765;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;2009-04-29 17:32:00.0000000;2009-05-04 00:00:00.0000000;;;2009-11-05 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;06/05/26;
2563;ADPREV;PLANO DE BENEFÍCIOS ADPREV;2010002865;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2010-07-13 00:00:00.0000000;2010-07-15 00:00:00.0000000;2011-01-03 00:00:00.0000000;;2018-08-29 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Não;;06/05/26;
2984;ESPORTEPREV;PLANO ESPORTEPREV;2010005619;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;2010-12-02 15:15:42.0000000;2010-12-06 00:00:00.0000000;2011-08-05 00:00:00.0000000;;2016-08-09 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;;06/05/26;
3204;PLANO PREVTUR;PLANO DE BENEFÍCIOS PREVTUR;2011000718;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;2011-04-12 10:47:25.0000000;2011-04-13 00:00:00.0000000;;;2012-05-15 00:00:00.0000000;Sim;Instituído;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;;06/05/26;
3624;ACIPREV;PLANO DE BENEFÍCIOS PREVIDENCIÁRIOS ACIPREV;2012000411;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;;2012-02-03 00:00:00.0000000;2013-02-01 00:00:00.0000000;;2020-04-08 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;;06/05/26;
2524;PREVISC FAMÍLIA (FAMÍLIA);PLANO DE BENEFÍCIOS PREVISC FAMÍLIA;2010002611;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;;2010-07-05 00:00:00.0000000;2010-09-01 00:00:00.0000000;;2021-02-12 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;06/05/26;
5725;METRUS FAMÍLIA;PLANO METRUS FAMÍLIA;2018000683;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;2018-06-04 00:00:00.0000000;2018-08-28 00:00:00.0000000;2018-08-28 00:00:00.0000000;;2018-08-28 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;;06/05/26;
721;UNIODONTO ABC PREV;COOPERATIVA ODONTOLÓGICA - UNIODONTO DO ABC;2004001283;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2004-04-20 00:00:00.0000000;2004-04-20 00:00:00.0000000;2010-03-19 00:00:00.0000000;;2010-03-19 00:00:00.0000000;Sim;Instituído;NA/ND;Sim;Não;Não;Sim;Não;Não;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
718;CREA/SE;PLANO DE BENEFÍCIOS CREASEPREV;2004001119;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2004-04-07 00:00:00.0000000;2004-04-07 00:00:00.0000000;2004-04-07 00:00:00.0000000;;2012-06-04 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;06/05/26;
717;ABAT PREV;ASSOCIAÇÃO BAIANA DOS ADVOGADOS TRABALHISTAS;2004000783;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2004-03-17 00:00:00.0000000;2004-03-17 00:00:00.0000000;2004-05-01 00:00:00.0000000;;2011-09-05 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;06/05/26;
716;ADMPREV;CONSELHO REGIONAL DE ADMINISTRAÇÃO DO RIO DE JANEIRO;2004001429;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2004-05-14 00:00:00.0000000;2004-05-14 00:00:00.0000000;2005-01-11 00:00:00.0000000;;2010-03-19 00:00:00.0000000;Sim;Instituído;NA/ND;Sim;Não;Não;Sim;Não;Não;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
714;OABPREV/TO;ORDEM DOS ADVOGADOS DO BRASIL - TOCANTINS;2004000856;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2004-03-17 00:00:00.0000000;2004-03-17 00:00:00.0000000;2010-03-19 00:00:00.0000000;;2010-03-19 00:00:00.0000000;Sim;Instituído;NA/ND;Sim;Não;Não;Sim;Não;Não;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
713;SENGE;SINDICADO DOS ENGENHEIROS DA BAHIA;2003002065;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2003-12-17 00:00:00.0000000;2003-12-17 00:00:00.0000000;2005-02-09 00:00:00.0000000;;2010-03-19 00:00:00.0000000;Sim;Instituído;NA/ND;Sim;Não;Não;Sim;Não;Não;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
1471;SOCEPMI;PLANO SOCEPMI;2008004074;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;2008-12-09 19:57:24.0000000;2008-12-12 00:00:00.0000000;;;2009-10-22 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;06/05/26;
1472;SBPREV I;PLANO SBPREV I;2008004147;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;2008-12-10 17:38:55.0000000;2008-12-12 00:00:00.0000000;;;2009-10-22 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;06/05/26;
871;PLANO FUTURO;PLANO NÚMERO 1;2003000811;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2003-07-01 00:00:00.0000000;2003-07-01 00:00:00.0000000;2003-12-27 00:00:00.0000000;;2009-04-01 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;06/05/26;
995;AASP;PLANO DE BENEFÍCIOS AASP PREVIDÊNCIA;2005001465;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2005-03-23 00:00:00.0000000;2005-03-23 00:00:00.0000000;2005-06-01 00:00:00.0000000;;2019-05-06 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;;06/05/26;
1032;FNE PREVIDÊNCIA;PLANO FNE PREVIDÊNCIA;2005006238;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;2005-12-13 00:00:00.0000000;2005-12-13 00:00:00.0000000;;;2009-11-09 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;06/05/26;
1045;SINDPD|FPA;PLANO DE BENEFÍCIOS DE CONTRIBUIÇÃO DEFINIDA SINDPD DE PREVIDÊNCIA ASSOCIATIVA;2005002511;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;;2005-06-09 00:00:00.0000000;2006-07-11 00:00:00.0000000;;2021-06-16 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;;06/05/26;
6447;CURITIBAPREV FAMÍLIA (FAMÍLIA);PLANO SETORIAL CURITIBAPREV FAMÍLIA;2019002418;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;;2019-10-09 00:00:00.0000000;2021-01-05 00:00:00.0000000;;2022-12-23 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;;06/05/26;
7607;PLANO GERA;PLANO GERA;2021002683;ENCERRADO;POR CANCELAMENTO;LC 108/109;Contribuição Definida;2021-10-04 18:59:28.0000000;2021-10-08 00:00:00.0000000;;;2022-04-12 00:00:00.0000000;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;06/05/26;
1085;VATECH PREV;PLANO DE BENEFÍCIOS VA TECH;2006004174;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;;2006-07-13 00:00:00.0000000;2006-11-01 00:00:00.0000000;;2019-12-18 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;;06/05/26;
1101;MACKPREV - PLANO II;MACKENZIE - PLANO II;2007000311;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Variável;;2007-03-14 00:00:00.0000000;2007-04-01 00:00:00.0000000;;2022-12-14 00:00:00.0000000;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;;06/05/26;
802;IHPREV - THERMADYNE VICTOR;PLANO DE BENEFÍCIOS DA THERMADYNE VICTOR;1998000419;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;;1998-01-26 00:00:00.0000000;1998-01-26 00:00:00.0000000;;2022-03-23 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;;06/05/26;
648;CAMPARI BÁSICO;PLANO DE BENEFÍCIOS CAMPARI-PREV;2001001819;ENCERRADO;POR INCORPORAÇÃO;LC 109;Contribuição Definida;2001-05-22 00:00:00.0000000;2001-05-22 00:00:00.0000000;2001-05-22 00:00:00.0000000;;2020-10-31 00:00:00.0000000;Sim;Patrocinado;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;;06/05/26;
4445;SGDPREV;PLANO DE APOSENTADORIA SGD PREV;2014000565;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2014-02-07 00:00:00.0000000;2014-02-18 00:00:00.0000000;2014-05-30 00:00:00.0000000;;2020-04-15 00:00:00.0000000;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;;06/05/26;
1226;PLANO II GRACE;PLANO DE APOSENTADORIA II DA GRACE;2008002683;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2008-08-11 00:00:00.0000000;2008-08-12 00:00:00.0000000;2008-10-01 00:00:00.0000000;;2018-11-13 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;;06/05/26;
238;PBD;PLANO DE BENEFICIO DEFINIDO;1981001883;ENCERRADO;POR LIQUIDAÇÃO;LC 108/109;Benefício Definido;1981-12-09 00:00:00.0000000;1981-12-09 00:00:00.0000000;1982-02-09 00:00:00.0000000;;2022-07-05 00:00:00.0000000;Sim;Patrocinado;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;;06/05/26;
373;SESI - BA (PLANPREV);PLANO MISTO DE BENEFÍCIOS PREVIDENCIÁRIOS Nº 01 DO SESI - BA;2001000219;ENCERRADO;POR INCORPORAÇÃO;LC 109;Contribuição Definida;2001-01-10 00:00:00.0000000;2001-01-10 00:00:00.0000000;2001-04-01 00:00:00.0000000;;2022-04-08 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;;06/05/26;
704;COOPERATIVA A1 PREV;PLANO A1 PREV;1997004747;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Variável;1997-12-23 00:00:00.0000000;1997-12-23 00:00:00.0000000;1997-12-23 00:00:00.0000000;;2021-02-10 00:00:00.0000000;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;;06/05/26;
709;WETZEL PREV;PLANO DE BENEFÍCIOS WETZEL PREV;1999000692;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Variável;;1999-01-22 00:00:00.0000000;1999-04-01 00:00:00.0000000;;2020-08-31 00:00:00.0000000;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;;06/05/26;
809;FUNPADEPAR;PLANO DE BENEFÍCIOS FUNPADEPAR;1998001318;ENCERRADO;POR LIQUIDAÇÃO;LC 109;Contribuição Variável;1998-03-12 00:00:00.0000000;1998-03-12 00:00:00.0000000;1998-08-01 00:00:00.0000000;;2016-02-03 00:00:00.0000000;Sim;Patrocinado;NA/ND;Sim;Sim;Sim;Não;Não;Sim;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
957;FIEBA (PLANPREV);PLANO MISTO DE BENEFÍCIOS PREVIDENCIÁRIOS Nº 01  DO FIEB/CIEB/IEL/BA;2001002711;ENCERRADO;POR INCORPORAÇÃO;LC 109;Contribuição Definida;2001-01-10 00:00:00.0000000;2001-01-10 00:00:00.0000000;2001-04-01 00:00:00.0000000;;2022-04-08 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;;06/05/26;
969;PAQUETÁPREV;PLANO DE PREVIDÊNCIA COMPLEMENTAR PAQUETÁPREV;2005002038;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2005-05-03 00:00:00.0000000;2005-05-03 00:00:00.0000000;2005-06-01 00:00:00.0000000;;2023-02-13 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;;06/05/26;
1019;PLASCARPREV;PLANO DE APOSENTADORIA PLASCARPREV;2005006874;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Variável;1993-10-05 00:00:00.0000000;1993-10-05 00:00:00.0000000;1994-01-01 00:00:00.0000000;;2017-02-10 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;;06/05/26;
763;BÁSICO;PLANO BÁSICO MARISOL PREVIDÊNCIA;1996001418;ENCERRADO;POR INCORPORAÇÃO;LC 109;Benefício Definido;;1996-05-15 00:00:00.0000000;1996-07-01 00:00:00.0000000;;2020-04-14 00:00:00.0000000;Sim;Patrocinado;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;;06/05/26;
997;PLANO DE BENEFÍCIOS ELETROMAR;PLANO DE BENEFÍCIOS ELETROMAR;2005003711;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Variável;2005-08-11 00:00:00.0000000;2005-08-11 00:00:00.0000000;2005-08-11 00:00:00.0000000;;2012-06-04 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;;06/05/26;
708;UNISANTOSPREV1;PLANO UNISANTOSPREV 1;1997003538;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Benefício Definido;1997-10-21 00:00:00.0000000;1997-10-21 00:00:00.0000000;1997-11-01 00:00:00.0000000;;2019-08-06 00:00:00.0000000;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;;06/05/26;
559;SOLECTRON;PLANO DE APOSENTADORIA DA SOLECTRON;2000006892;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2000-10-03 00:00:00.0000000;2000-10-03 00:00:00.0000000;2000-10-10 00:00:00.0000000;;2017-06-12 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;;06/05/26;
357;SANTA MARIA;SANTA MARIA;1992001456;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Variável;1992-09-18 00:00:00.0000000;1992-09-18 00:00:00.0000000;1992-11-01 00:00:00.0000000;;2018-02-09 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim;;06/05/26;
1052;PETRORIO CD;PLANO PETRORIO DE CONTRIBUIÇÃO DEFINIDA;2006002392;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2006-04-26 00:00:00.0000000;2006-04-26 00:00:00.0000000;2006-04-26 00:00:00.0000000;;2012-10-02 00:00:00.0000000;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;;06/05/26;
897;ESCELSOS - ASSISTENCIAL;ESCELSOS - ASSISTENCIAL;4003430018;ENCERRADO;POR CANCELAMENTO;ND;Contribuição Definida;1988-03-17 00:00:00.0000000;1988-03-17 00:00:00.0000000;1988-03-17 00:00:00.0000000;;2019-09-13 00:00:00.0000000;Não;Patrocinado;NA/ND;NA/ND;NA/ND;NA/ND;NA/ND;NA/ND;NA/ND;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
4085;SI PREV;PLANO DE APOSENTADORIA COMPLEMENTAR SI PREV;2013000774;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;2013-05-06 00:00:00.0000000;2013-05-07 00:00:00.0000000;2013-10-15 00:00:00.0000000;;2020-11-16 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;;06/05/26;
5365;BAXALTA;PLANO PLANO BAXALTA;2017000329;ENCERRADO;POR INCORPORAÇÃO;LC 109;Contribuição Definida;;2017-02-17 00:00:00.0000000;2017-04-13 00:00:00.0000000;;2021-01-28 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;;06/05/26;
5685;PLANO EMAE - CD;PLANO DE APOSENTADORIA DE CONTRIBUIÇÃO DEFINIDA EMAE;2018000438;ENCERRADO;POR CANCELAMENTO;LC 108/109;Contribuição Definida;2018-05-10 00:00:00.0000000;2018-08-24 00:00:00.0000000;2018-08-24 00:00:00.0000000;;2018-08-24 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;;06/05/26;
212;VISÃO - T-GESTIONA;PLANO DE BENEFÍCIOS VISÃO T-GESTIONA;2001002556;ENCERRADO;POR INCORPORAÇÃO;LC 109;Contribuição Definida;2001-12-19 00:00:00.0000000;2001-12-19 00:00:00.0000000;2002-01-01 00:00:00.0000000;;2017-08-14 00:00:00.0000000;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;;06/05/26;
211;VISÃO - TELEFÔNICA EMPRESAS;PLANO DE BENEFÍCIOS VISÃO TELEFÔNICA EMPRESAS;2001001347;ENCERRADO;POR FUSÃO;LC 109;Contribuição Definida;2001-04-03 00:00:00.0000000;2001-04-03 00:00:00.0000000;2001-04-03 00:00:00.0000000;;2012-05-09 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;;06/05/26;
207;VISÃO - TELEST;PLANO DE BENEFÍCIOS VISÃO TELEST CELULAR;2000005519;ENCERRADO;POR INCORPORAÇÃO;LC 109;Contribuição Definida;2000-07-21 00:00:00.0000000;2000-07-21 00:00:00.0000000;2000-11-01 00:00:00.0000000;;2016-01-21 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;;06/05/26;
402;COMPAGNIE NATIONALE AIR FRANCE 2;COMPAGNIE NATIONALE AIR FRANCE 2;2004001674;ENCERRADO;POR CANCELAMENTO;ND;<Não Informado>;2004-05-25 00:00:00.0000000;2004-05-25 00:00:00.0000000;2004-05-25 00:00:00.0000000;;2006-03-24 00:00:00.0000000;Sim;Patrocinado;NA/ND;Sim;Não;Sim;Não;Não;Sim;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
425;PLANO A;PLANO DE BENEFÍCIOS - PLANO A;1997001438;ENCERRADO;POR EXTINÇÃO;ND;Contribuição Variável;1988-07-01 00:00:00.0000000;1988-07-01 00:00:00.0000000;1988-07-01 00:00:00.0000000;;2006-03-10 00:00:00.0000000;Sim;Patrocinado;NA/ND;Sim;Não;Sim;Não;Não;Sim;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
352;AT&T SERVIÇOS;PLANO DE BENEFÍCIOS AT&T SERVIÇOS;1999003519;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;1999-11-08 00:00:00.0000000;1999-11-08 00:00:00.0000000;1999-11-08 00:00:00.0000000;;2010-12-15 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;;06/05/26;
330;SANOFI;PLANO DE APOSENTADORIA SANOFI;1997003856;ENCERRADO;POR EXTINÇÃO;ND;Contribuição Definida;1997-11-05 00:00:00.0000000;1997-11-05 00:00:00.0000000;1998-02-01 00:00:00.0000000;;2007-01-29 00:00:00.0000000;Sim;Patrocinado;NA/ND;Sim;Não;Sim;Não;Não;Sim;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
220;VISÃO - TELESP;PLANO DE BENEFÍCIOS VISÃO TELESP;2000005438;ENCERRADO;POR FUSÃO;LC 109;Contribuição Definida;2000-07-21 00:00:00.0000000;2000-07-21 00:00:00.0000000;2000-11-01 00:00:00.0000000;;2012-05-09 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;;06/05/26;
841;BLSPREV;BLSPREV SOCIEDADE DE PREVIDENCIA PRIVADA;1993000674;ENCERRADO;POR RETIRADA DE PATROCÍNIO;ND;Contribuição Definida;1993-07-14 00:00:00.0000000;1993-07-14 00:00:00.0000000;1993-12-31 00:00:00.0000000;;2005-12-02 00:00:00.0000000;Sim;Patrocinado;NA/ND;Sim;Não;Sim;Não;Não;Sim;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
830;PMPREV;PLANO DE APOSENTADORIA;1998005811;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Variável;1998-10-27 00:00:00.0000000;1998-10-27 00:00:00.0000000;1999-01-01 00:00:00.0000000;;2017-10-11 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;;06/05/26;
815;TAM PREV II;TAM PREV II;1995001392;ENCERRADO;POR RETIRADA DE PATROCÍNIO;ND;Contribuição Definida;1995-04-17 00:00:00.0000000;1995-04-17 00:00:00.0000000;1995-04-17 00:00:00.0000000;;2010-08-09 00:00:00.0000000;Sim;Patrocinado;NA/ND;Sim;Não;Sim;Não;Não;Sim;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
814;TAM PREV I;TAM PREV I;1982001992;ENCERRADO;POR RETIRADA DE PATROCÍNIO;ND;Benefício Definido;1982-10-20 00:00:00.0000000;1982-10-20 00:00:00.0000000;1982-12-20 00:00:00.0000000;;2010-08-09 00:00:00.0000000;Sim;Patrocinado;NA/ND;Sim;Não;Sim;Não;Não;Sim;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
803;CLFP - PHARMACIA E UPJOHN;PLANO DE BENEFÍCIOS PHARMACIA E UPJOHN;2000002919;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Contribuição Definida;2000-03-03 00:00:00.0000000;2000-03-03 00:00:00.0000000;2000-04-01 00:00:00.0000000;;2009-12-31 00:00:00.0000000;Sim;Patrocinado;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;;06/05/26;
801;CLFP - AFL;PLANO AFL;1997003074;ENCERRADO;POR EXTINÇÃO;ND;Contribuição Variável;1997-10-13 00:00:00.0000000;1997-10-13 00:00:00.0000000;1999-07-31 00:00:00.0000000;;2005-06-08 00:00:00.0000000;Sim;Patrocinado;NA/ND;Sim;Não;Sim;Não;Não;Sim;NA/ND;NA/ND;NA/ND;Não;;06/05/26;
799;MERIAL;PLANO DE BENEFÍCIOS MERIAL;1998000338;ENCERRADO;POR CANCELAMENTO;LC 109;Contribuição Definida;1998-01-26 00:00:00.0000000;1998-01-26 00:00:00.0000000;1998-01-26 00:00:00.0000000;;2014-01-10 00:00:00.0000000;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;;06/05/26;
794;QUEST;PLANO DE BENEFÍCIOS;1981001638;ENCERRADO;POR RETIRADA DE PATROCÍNIO;LC 109;Benefício Definido;1981-12-07 00:00:00.0000000;1981-12-07 00:00:00.0000000;1981-12-31 00:00:00.0000000;;2011-12-27 00:00:00.0000000;Sim;Patrocinado;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;;06/05/26;
540;HOLCIMPREV;PLANO DE BENEFÍCIOS HOLCIMPREV;1992002029;ENCERRADO;POR INCORPORAÇÃO;LC 109;Contribuição Definida;1992-12-31 00:00:00.0000000;1992-12-31 00:00:00.0000000;1993-01-08 00:00:00.0000000;;2018-11-08 00:00:00.0000000;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;;06/05/26;
